Table,Column/Variable Name,Column Type,Description 1,Description 2,Description 3,Description 4,Description 5
T10,T10_est43,Detail,Owner occupied, AND persons per room is greater than 1 but less than or equal to 1.5, AND household income is greater than 100% of HAMFI, AND household type is one family with at least one subfamily or more than one family,
T10,T10_est44,Detail,Owner occupied, AND persons per room is greater than 1 but less than or equal to 1.5, AND household income is greater than 100% of HAMFI, AND household type is non-family,
T10,T10_est45,Subtotal,Owner occupied, AND persons per room is greater than 1.5,,,
T10,T10_est46,Subtotal,Owner occupied, AND persons per room is greater than 1.5, AND household income is less than or equal to 30% of HAMFI,,
T10,T10_est47,Detail,Owner occupied, AND persons per room is greater than 1.5, AND household income is less than or equal to 30% of HAMFI, AND household type is one family with no subfamilies,
T10,T10_est48,Detail,Owner occupied, AND persons per room is greater than 1.5, AND household income is less than or equal to 30% of HAMFI, AND household type is one family with at least one subfamily or more than one family,
T10,T10_est49,Detail,Owner occupied, AND persons per room is greater than 1.5, AND household income is less than or equal to 30% of HAMFI, AND household type is non-family,
T10,T10_est50,Subtotal,Owner occupied, AND persons per room is greater than 1.5, AND household income is greater than 30% but less than or equal to 50% of HAMFI,,
T10,T10_est51,Detail,Owner occupied, AND persons per room is greater than 1.5, AND household income is greater than 30% but less than or equal to 50% of HAMFI, AND household type is one family with no subfamilies,
T10,T10_est52,Detail,Owner occupied, AND persons per room is greater than 1.5, AND household income is greater than 30% but less than or equal to 50% of HAMFI, AND household type is one family with at least one subfamily or more than one family,
T10,T10_est53,Detail,Owner occupied, AND persons per room is greater than 1.5, AND household income is greater than 30% but less than or equal to 50% of HAMFI, AND household type is non-family,
T10,T10_est54,Subtotal,Owner occupied, AND persons per room is greater than 1.5, AND household income is greater than 50% but less than or equal to 80% of HAMFI,,
T10,T10_est55,Detail,Owner occupied, AND persons per room is greater than 1.5, AND household income is greater than 50% but less than or equal to 80% of HAMFI, AND household type is one family with no subfamilies,
T10,T10_est56,Detail,Owner occupied, AND persons per room is greater than 1.5, AND household income is greater than 50% but less than or equal to 80% of HAMFI, AND household type is one family with at least one subfamily or more than one family,
T10,T10_est57,Detail,Owner occupied, AND persons per room is greater than 1.5, AND household income is greater than 50% but less than or equal to 80% of HAMFI, AND household type is non-family,
T10,T10_est58,Subtotal,Owner occupied, AND persons per room is greater than 1.5, AND household income is greater than 80% but less than or equal to 100% of HAMFI,,
T10,T10_est59,Detail,Owner occupied, AND persons per room is greater than 1.5, AND household income is greater than 80% but less than or equal to 100% of HAMFI, AND household type is one family with no subfamilies,
T10,T10_est60,Detail,Owner occupied, AND persons per room is greater than 1.5, AND household income is greater than 80% but less than or equal to 100% of HAMFI, AND household type is one family with at least one subfamily or more than one family,
T10,T10_est61,Detail,Owner occupied, AND persons per room is greater than 1.5, AND household income is greater than 80% but less than or equal to 100% of HAMFI, AND household type is non-family,
T10,T10_est62,Subtotal,Owner occupied, AND persons per room is greater than 1.5, AND household income is greater than 100% of HAMFI,,
T10,T10_est63,Detail,Owner occupied, AND persons per room is greater than 1.5, AND household income is greater than 100% of HAMFI, AND household type is one family with no subfamilies,
T10,T10_est64,Detail,Owner occupied, AND persons per room is greater than 1.5, AND household income is greater than 100% of HAMFI, AND household type is one family with at least one subfamily or more than one family,
T10,T10_est65,Detail,Owner occupied, AND persons per room is greater than 1.5, AND household income is greater than 100% of HAMFI, AND household type is non-family,
T10,T10_est66,Subtotal,Renter occupied,,,,
T10,T10_est67,Subtotal,Renter occupied, AND persons per room is less than or equal to 1,,,
T10,T10_est68,Subtotal,Renter occupied, AND persons per room is less than or equal to 1, AND household income is less than or equal to 30% of HAMFI,,
T10,T10_est69,Detail,Renter occupied, AND persons per room is less than or equal to 1, AND household income is less than or equal to 30% of HAMFI, AND household type is one family with no subfamilies,
T10,T10_est70,Detail,Renter occupied, AND persons per room is less than or equal to 1, AND household income is less than or equal to 30% of HAMFI, AND household type is one family with at least one subfamily or more than one family,
T10,T10_est71,Detail,Renter occupied, AND persons per room is less than or equal to 1, AND household income is less than or equal to 30% of HAMFI, AND household type is non-family,
T10,T10_est72,Subtotal,Renter occupied, AND persons per room is less than or equal to 1, AND household income is greater than 30% but less than or equal to 50% of HAMFI,,
T10,T10_est73,Detail,Renter occupied, AND persons per room is less than or equal to 1, AND household income is greater than 30% but less than or equal to 50% of HAMFI, AND household type is one family with no subfamilies,
T10,T10_est74,Detail,Renter occupied, AND persons per room is less than or equal to 1, AND household income is greater than 30% but less than or equal to 50% of HAMFI, AND household type is one family with at least one subfamily or more than one family,
T10,T10_est75,Detail,Renter occupied, AND persons per room is less than or equal to 1, AND household income is greater than 30% but less than or equal to 50% of HAMFI, AND household type is non-family,
T10,T10_est76,Subtotal,Renter occupied, AND persons per room is less than or equal to 1, AND household income is greater than 50% but less than or equal to 80% of HAMFI,,
T10,T10_est77,Detail,Renter occupied, AND persons per room is less than or equal to 1, AND household income is greater than 50% but less than or equal to 80% of HAMFI, AND household type is one family with no subfamilies,
T10,T10_est78,Detail,Renter occupied, AND persons per room is less than or equal to 1, AND household income is greater than 50% but less than or equal to 80% of HAMFI, AND household type is one family with at least one subfamily or more than one family,
T10,T10_est79,Detail,Renter occupied, AND persons per room is less than or equal to 1, AND household income is greater than 50% but less than or equal to 80% of HAMFI, AND household type is non-family,
T10,T10_est80,Subtotal,Renter occupied, AND persons per room is less than or equal to 1, AND household income is greater than 80% but less than or equal to 100% of HAMFI,,
T10,T10_est81,Detail,Renter occupied, AND persons per room is less than or equal to 1, AND household income is greater than 80% but less than or equal to 100% of HAMFI, AND household type is one family with no subfamilies,
T10,T10_est82,Detail,Renter occupied, AND persons per room is less than or equal to 1, AND household income is greater than 80% but less than or equal to 100% of HAMFI, AND household type is one family with at least one subfamily or more than one family,
T10,T10_est83,Detail,Renter occupied, AND persons per room is less than or equal to 1, AND household income is greater than 80% but less than or equal to 100% of HAMFI, AND household type is non-family,
T10,T10_est84,Subtotal,Renter occupied, AND persons per room is less than or equal to 1, AND household income is greater than 100% of HAMFI,,
T10,T10_est85,Detail,Renter occupied, AND persons per room is less than or equal to 1, AND household income is greater than 100% of HAMFI, AND household type is one family with no subfamilies,
T10,T10_est86,Detail,Renter occupied, AND persons per room is less than or equal to 1, AND household income is greater than 100% of HAMFI, AND household type is one family with at least one subfamily or more than one family,
T10,T10_est87,Detail,Renter occupied, AND persons per room is less than or equal to 1, AND household income is greater than 100% of HAMFI, AND household type is non-family,
T10,T10_est88,Subtotal,Renter occupied, AND persons per room is greater than 1 but less than or equal to 1.5,,,
T10,T10_est89,Subtotal,Renter occupied, AND persons per room is greater than 1 but less than or equal to 1.5, AND household income is less than or equal to 30% of HAMFI,,
T10,T10_est90,Detail,Renter occupied, AND persons per room is greater than 1 but less than or equal to 1.5, AND household income is less than or equal to 30% of HAMFI, AND household type is one family with no subfamilies,
T10,T10_est91,Detail,Renter occupied, AND persons per room is greater than 1 but less than or equal to 1.5, AND household income is less than or equal to 30% of HAMFI, AND household type is one family with at least one subfamily or more than one family,
T10,T10_est92,Detail,Renter occupied, AND persons per room is greater than 1 but less than or equal to 1.5, AND household income is less than or equal to 30% of HAMFI, AND household type is non-family,
T10,T10_est93,Subtotal,Renter occupied, AND persons per room is greater than 1 but less than or equal to 1.5, AND household income is greater than 30% but less than or equal to 50% of HAMFI,,
T10,T10_est94,Detail,Renter occupied, AND persons per room is greater than 1 but less than or equal to 1.5, AND household income is greater than 30% but less than or equal to 50% of HAMFI, AND household type is one family with no subfamilies,
T10,T10_est95,Detail,Renter occupied, AND persons per room is greater than 1 but less than or equal to 1.5, AND household income is greater than 30% but less than or equal to 50% of HAMFI, AND household type is one family with at least one subfamily or more than one family,
T10,T10_est96,Detail,Renter occupied, AND persons per room is greater than 1 but less than or equal to 1.5, AND household income is greater than 30% but less than or equal to 50% of HAMFI, AND household type is non-family,
T10,T10_est97,Subtotal,Renter occupied, AND persons per room is greater than 1 but less than or equal to 1.5, AND household income is greater than 50% but less than or equal to 80% of HAMFI,,
T10,T10_est98,Detail,Renter occupied, AND persons per room is greater than 1 but less than or equal to 1.5, AND household income is greater than 50% but less than or equal to 80% of HAMFI, AND household type is one family with no subfamilies,
T10,T10_est99,Detail,Renter occupied, AND persons per room is greater than 1 but less than or equal to 1.5, AND household income is greater than 50% but less than or equal to 80% of HAMFI, AND household type is one family with at least one subfamily or more than one family,
T10,T10_est100,Detail,Renter occupied, AND persons per room is greater than 1 but less than or equal to 1.5, AND household income is greater than 50% but less than or equal to 80% of HAMFI, AND household type is non-family,
T10,T10_est101,Subtotal,Renter occupied, AND persons per room is greater than 1 but less than or equal to 1.5, AND household income is greater than 80% but less than or equal to 100% of HAMFI,,
T10,T10_est102,Detail,Renter occupied, AND persons per room is greater than 1 but less than or equal to 1.5, AND household income is greater than 80% but less than or equal to 100% of HAMFI, AND household type is one family with no subfamilies,
T10,T10_est103,Detail,Renter occupied, AND persons per room is greater than 1 but less than or equal to 1.5, AND household income is greater than 80% but less than or equal to 100% of HAMFI, AND household type is one family with at least one subfamily or more than one family,
T10,T10_est104,Detail,Renter occupied, AND persons per room is greater than 1 but less than or equal to 1.5, AND household income is greater than 80% but less than or equal to 100% of HAMFI, AND household type is non-family,
T10,T10_est105,Subtotal,Renter occupied, AND persons per room is greater than 1 but less than or equal to 1.5, AND household income is greater than 100% of HAMFI,,
T10,T10_est106,Detail,Renter occupied, AND persons per room is greater than 1 but less than or equal to 1.5, AND household income is greater than 100% of HAMFI, AND household type is one family with no subfamilies,
T10,T10_est107,Detail,Renter occupied, AND persons per room is greater than 1 but less than or equal to 1.5, AND household income is greater than 100% of HAMFI, AND household type is one family with at least one subfamily or more than one family,
T10,T10_est108,Detail,Renter occupied, AND persons per room is greater than 1 but less than or equal to 1.5, AND household income is greater than 100% of HAMFI, AND household type is non-family,
T10,T10_est109,Subtotal,Renter occupied, AND persons per room is greater than 1.5,,,
T10,T10_est110,Subtotal,Renter occupied, AND persons per room is greater than 1.5, AND household income is less than or equal to 30% of HAMFI,,
T10,T10_est111,Detail,Renter occupied, AND persons per room is greater than 1.5, AND household income is less than or equal to 30% of HAMFI, AND household type is one family with no subfamilies,
T10,T10_est112,Detail,Renter occupied, AND persons per room is greater than 1.5, AND household income is less than or equal to 30% of HAMFI, AND household type is one family with at least one subfamily or more than one family,
T10,T10_est113,Detail,Renter occupied, AND persons per room is greater than 1.5, AND household income is less than or equal to 30% of HAMFI, AND household type is non-family,
T10,T10_est114,Subtotal,Renter occupied, AND persons per room is greater than 1.5, AND household income is greater than 30% but less than or equal to 50% of HAMFI,,
T10,T10_est115,Detail,Renter occupied, AND persons per room is greater than 1.5, AND household income is greater than 30% but less than or equal to 50% of HAMFI, AND household type is one family with no subfamilies,
T10,T10_est116,Detail,Renter occupied, AND persons per room is greater than 1.5, AND household income is greater than 30% but less than or equal to 50% of HAMFI, AND household type is one family with at least one subfamily or more than one family,
T10,T10_est117,Detail,Renter occupied, AND persons per room is greater than 1.5, AND household income is greater than 30% but less than or equal to 50% of HAMFI, AND household type is non-family,
T10,T10_est118,Subtotal,Renter occupied, AND persons per room is greater than 1.5, AND household income is greater than 50% but less than or equal to 80% of HAMFI,,
T10,T10_est119,Detail,Renter occupied, AND persons per room is greater than 1.5, AND household income is greater than 50% but less than or equal to 80% of HAMFI, AND household type is one family with no subfamilies,
T10,T10_est120,Detail,Renter occupied, AND persons per room is greater than 1.5, AND household income is greater than 50% but less than or equal to 80% of HAMFI, AND household type is one family with at least one subfamily or more than one family,
